headline,description,date
Civil­ians un­der fire as Is­rael hits res­i­den­tial ar­eas in Gaza,Hun­dreds of Pales­tini­ans have been killed in Is­raeli airstrikes.,09-10-2023
Hun­dreds re­port­ed killed at Is­rael mu­sic fes­ti­val near Gaza,At least 260 bod­ies have been re­moved from the site of a mu­sic fes­ti­val in Is­rael that was at­tacked by Hamas.,09-10-2023
Pales­tin­ian state ‘most re­li­able’ so­lu­tion to con­flict with Is­rael: Rus­sia,"Moscow has ‘se­ri­ous ques­tions’ about West­ern pol­i­cy on Is­rael, Rus­sia’s top diplo­mat tells the head of the Arab League.",09-10-2023
What mil­i­tary aid the US is send­ing to Is­rael af­ter Hamas at­tack?,"Wash­ing­ton, which pro­vides $3bn in mil­i­tary aid to Is­rael an­nu­al­ly, sends mil­i­tary aid af­ter dead­ly at­tacks by Hamas.",09-10-2023
Death tolls soar as fight­ing be­tween Hamas and Is­rael rages,"More than 1,300 peo­ple killed as Is­rael pum­mels Gaza and bat­tles con­tin­ue be­tween Hamas fight­ers and Is­raeli sol­diers.",09-10-2023
‘We hate the night for what Is­rael does to us’ in Gaza,"Film­mak­er Ruwai­da Amer de­scribes how at night fam­i­lies stay in one room, so they will live or die to­geth­er.",09-10-2023
Is­rael-Gaza war in maps and charts: Live track­er,"The lat­est death toll stands at 20,360 Pales­tini­ans and about 1,139 peo­ple killed in Is­rael since Oc­to­ber 7.",09-10-2023
Bank of Is­rael to sell $30bn of forex af­ter shekel falls,Cen­tral bank’s an­nounce­ment comes af­ter shekel weak­ens to near-eight-year low.,09-10-2023
‘It’s time to go’: How a Pales­tin­ian maths class be­came a vic­tim of war,"As the Is­rael-Hamas war broke out on Sat­ur­day, a con­flict-scarred child com­fort­ed an adult teacher. This is Pales­tine.",09-10-2023
Is­rael an­nounces ‘to­tal’ block­ade on Gaza,"Is­raeli De­fence Min­is­ter Yoav Gal­lant says block­ade will in­clude ban on ad­mis­sion of food, elec­tric­i­ty and fuel.",09-10-2023
"‘Nec­es­sary’ to stand with both Is­raelis, Pales­tini­ans, UN rap­por­teur says",Francesca Al­banese says she is ‘hor­ri­fied’ by in­com­plete nar­ra­tive around the on­go­ing Is­rael-Hamas con­flict.,09-10-2023
‘Dozens’ of civil­ians be­ing held hostage by Hamas: Is­raeli mil­i­tary,Hamas says it seeks the re­lease of all Pales­tin­ian pris­on­ers in Is­raeli jails in ex­change for the Is­raeli cap­tives.,09-10-2023
Is­rael-Hamas con­flict: Where it stands on day 3 af­ter sur­prise at­tack,"As the con­flict be­tween Is­rael and Pales­tine en­ters its third day, these are the main de­vel­op­ments.",09-10-2023
US’s Schumer ex­press­es ‘dis­ap­point­ment’ at Bei­jing’s Is­rael-Gaza re­sponse,"In talks with Chi­nese for­eign min­is­ter, Sen­ate ma­jor­i­ty leader says Chi­nese com­ments showed ‘no sym­pa­thy’ for Is­rael.",09-10-2023
"Is­rael-Hamas war up­dates: Gaza un­der ‘to­tal block­ade’, refugee camp hit","Death toll sur­pass­es 1,300 as Is­rael pounds Gaza and fierce bat­tles con­tin­ue be­tween Hamas gun­men and Is­raeli troops.",09-10-2023
"UN Se­cu­ri­ty Coun­cil meets on Gaza-Is­rael, but fails to agree on state­ment",US push­es for harsh con­dem­na­tion of Hamas but fails to achieve the con­sen­sus nec­es­sary for a state­ment.,09-10-2023
"US to hike mil­i­tary aid, send mil­i­tary ships and air­craft clos­er to Is­rael",Hamas has la­belled the US an­nounce­ment to send war­ships clos­er to Is­rael as ‘ag­gres­sion’ against Pales­tini­ans.,08-10-2023
The Take: The shock­waves of the Hamas as­sault on Is­rael,Hamas fight­ers car­ried out an at­tack from Gaza into Is­rael that has nev­er been seen be­fore.,08-10-2023
"‘Where do we go?’: Gaza res­i­dents as Is­rael de­clares war, bombs homes","Res­i­den­tial build­ings in be­sieged strip bombed by Is­rael forces, killing hun­dreds, af­ter Hamas’s un­prece­dent­ed at­tack.",08-10-2023
Tel Aviv’s res­i­dents start ven­tur­ing out,"The Is­raeli city wakes up from its shock and con­fu­sion, mak­ing timid ef­forts to con­front a new re­al­i­ty.",08-10-2023
"Pho­tos: Is­rael de­clares state of war, at­tacks on Gaza in­ten­si­fy",At least 600 Is­raelis and 370 Pales­tini­ans dead and thou­sands more wound­ed as fight­ing rages.,08-10-2023
Why are so many Pales­tin­ian pris­on­ers in Is­raeli jails?,One in five Pales­tini­ans spends time in Is­rael jails. Hamas says it wants to ex­change cap­tured Is­raelis for them.,08-10-2023
What is Hamas? A sim­ple guide to the armed Pales­tin­ian group,The group’s au­da­cious Sat­ur­day at­tack on Is­rael has trig­gered a bloody bomb­ing cam­paign in the Gaza Strip.,08-10-2023
Is­raeli law­mak­er blames pogroms against Pales­tini­ans for ‘ter­ri­ble’ at­tacks,Ofer Cas­sif says he warned the sit­u­a­tion would ‘erupt’ if Is­rael did not change its treat­ment of Pales­tini­ans.,08-10-2023
"Pho­tos: Is­raeli strikes flat­ten build­ings, mosques in Gaza","Death toll ris­es to 313 in Gaza, with close to 2,000 wound­ed, as ten­sions con­tin­ue to es­ca­late on the sec­ond day.",08-10-2023
Is­rael-Hamas con­flict: Where it stands on day 2 af­ter sur­prise at­tack,"As the con­flict be­tween Is­rael and Pales­tine reach­es its sec­ond day, these are the main de­vel­op­ments.",08-10-2023
Is­rael-Hamas war up­dates: Death toll ris­es as Is­raeli jets pound Gaza,"These are the up­dates for the es­ca­la­tion be­tween Pales­tin­ian fight­ers and Is­rael mil­i­tary on Sun­day, Oc­to­ber 8, 2023.",08-10-2023
‘My voice is our life­line’: Gaza jour­nal­ist and fam­i­ly amid Is­rael bomb­ing,"With hun­dreds of peo­ple dead from Is­rael’s bom­bard­ment, one fam­i­ly shel­ters in a dim­ly lit room amid a loom­ing war.",08-10-2023
Fears of a ground in­va­sion of Gaza grow as Is­rael vows ‘mighty vengeance’,The Is­raeli mil­i­tary is still fight­ing with Hamas in parts of south­ern Is­rael af­ter it launched an at­tack there.,07-10-2023
"Buzzing Tel Aviv’s streets emp­ty, as Is­rael-Hamas con­flict es­ca­lates","Cafes shut, streets emp­ty, foot­ball games can­celled: The Hamas at­tacks have brought the Is­raeli city to a stand­still.",07-10-2023
What hap­pened in Is­rael? A break­down of how Hamas at­tack un­fold­ed,"Hamas launched Op­er­a­tion Al-Aqsa Flood in­side Is­rael, killing dozens and tak­ing hostages in a shock­ing as­sault.",07-10-2023
Pho­tos: Is­rael pum­mels Gaza af­ter Hamas’s un­prece­dent­ed at­tack,The at­tack by the armed group run­ning the be­sieged Gaza Strip took Is­rael by sur­prise.,07-10-2023
Hamas says it has enough Is­raeli cap­tives to free all Pales­tin­ian pris­on­ers,"Speak­ing to Al Jazeera, Hamas deputy chief Saleh al-Arouri says group ex­pects fight­ing with Is­rael to con­tin­ue.",07-10-2023
Pho­tos: Af­ter­math of the at­tacks on Is­rael in Ashkelon,"Is­rael says at least 22 peo­ple have been killed and hun­dreds wound­ed in an un­prece­dent­ed, mul­ti-front at­tack.",07-10-2023
Pho­tos: Is­rael army launch­es air at­tacks on Gaza,Hun­dreds of res­i­dents in the Gaza Strip have fled their homes to move away from the bor­der with Is­rael.,07-10-2023
World re­ac­tion to sur­prise at­tack by Pales­tin­ian Hamas on Is­rael,In­ter­na­tion­al re­sponse af­ter Hamas launch­es the biggest at­tack on Is­rael in decades with hostages tak­en and many killed.,07-10-2023
Why the Pales­tin­ian group Hamas launched an at­tack on Is­rael? All to know,"Hun­dreds killed as Is­rael bom­bards Gaza af­ter Hamas launched sur­prise at­tack by land, air and sea.",07-10-2023
Pho­tos: Scenes from Hamas’s morn­ing rock­et at­tack on Is­rael,"Air raid sirens wail across south­ern and cen­tral Is­rael, with the army urg­ing peo­ple to stay near bomb shel­ters.",07-10-2023
Is­rael-Pales­tine es­ca­la­tion up­dates: Gaza un­der bom­bard­ment,"These are the up­dates for the es­ca­la­tion be­tween Pales­tin­ian fight­ers and Is­rael mil­i­tary on Sat­ur­day, Oc­to­ber 7, 2023.",07-10-2023
Is­rael re­tal­i­a­tion kills 230 Pales­tini­ans af­ter Hamas op­er­a­tion,Is­raeli PM Ne­tanyahu tells his shocked na­tion ‘we are at war’ af­ter at least 200 cit­i­zens killed in as­sault.,07-10-2023
Pales­tin­ian killed in Is­raeli set­tler at­tack on West Bank town,The killing of 19-year-old Labib Du­mai­di comes amid a pe­ri­od of ris­ing set­tler vi­o­lence across the West Bank.,06-10-2023
The Oc­to­ber 1973 War: How it led to the first Arab recog­ni­tion of Is­rael,"Fifty years af­ter the Arab-Is­raeli war, Is­rael con­tin­ues to oc­cu­py the West Bank, East Jerusalem and Gaza.",06-10-2023
How the Oc­to­ber War changed the world,"Fifty years lat­er, it’s clear the war not only trans­formed Arab-Is­raeli re­la­tions, but also glob­al al­liances.",06-10-2023
Is­raelis kill four Pales­tini­ans in oc­cu­pied West Bank con­fronta­tions,"Two Pales­tini­ans killed in Huwara, south of Nablus, hours af­ter two oth­ers were killed near Sh­u­fa.",05-10-2023
Is­raeli set­tlers storm Al-Aqsa Mosque com­plex on fifth day of Sukkot,"Is­raeli set­tlers storm com­plex in groups and at­tempt to per­form ‘Tal­mu­dic rit­u­als’, ac­cord­ing to a Waqf of­fi­cial.",04-10-2023
Fears for Khaled El Qaisi’s well­be­ing af­ter his re­lease in Is­rael,Pales­tin­ian Ital­ian re­searcher re­leased from Is­raeli cus­tody but not al­lowed to re­turn to his wife and child in Italy.,04-10-2023
"As Arab-Is­raeli nor­mal­i­sa­tion ex­pands, where do Pales­tini­ans fit?","As Sau­di Ara­bia and Is­rael gear to­wards a nor­mal­i­sa­tion deal, Pales­tini­ans de­mand an end to the oc­cu­pa­tion first.",02-10-2023
Is­rael army kills Pales­tin­ian ac­cused of throw­ing Molo­tov cock­tail,"Is­raeli au­thor­i­ties are with­hold­ing the body, prompt­ing Ra­mal­lah res­i­dents to hold a gen­er­al strike to pay trib­ute.",30-09-2023
Qatar me­di­ates open­ing of Gaza-Is­rael cross­ing as protests end,"Bor­der opened af­ter demon­stra­tions by Pales­tin­ian work­ers with an in­for­mal agree­ment Qatar helped me­di­ate, en­voy says.",29-09-2023
US Visa Waiv­er Pro­gram: Why Arab Amer­i­cans an­gered by Is­rael’s ad­mis­sion,Ad­vo­cates say US gov­ern­ment is turn­ing blind eye to vi­o­la­tions against its own cit­i­zens’ rights to give perk to Is­rael.,28-09-2023
‘State of emer­gency’: Six Pales­tin­ian cit­i­zens of Is­rael killed in one day,Pales­tini­ans and ad­vo­ca­cy groups say Is­raeli au­thor­i­ties have long turned a blind eye to crime in their com­mu­ni­ties.,27-09-2023
US al­low­ing Is­raelis to trav­el visa-free de­spite dis­crim­i­na­tion fears,"Wash­ing­ton says Is­rael’s ad­mis­sion to Visa Waiv­er Pro­gram recog­nis­es ‘shared se­cu­ri­ty in­ter­ests, close co­op­er­a­tion’.",27-09-2023
Is­rael for­eign min­is­ter says US will al­low visa-free trav­el for Is­raelis,US rights ad­vo­cates op­pose Is­rael’s en­try into Visa Waiv­er Pro­gram be­cause of its treat­ment of Arab Amer­i­cans.,25-09-2023
Is­rael kills two Pales­tini­ans amid surge in mil­i­tary raids,Sun­day’s raid is just the lat­est in a stepped-up cam­paign of vi­o­lence tar­get­ing Pales­tini­ans in the oc­cu­pied West Bank.,24-09-2023
Is­raeli mil­i­tary at­tacks Gaza Strip amid protests at bor­der,At least 22 peo­ple have been in­jured in at­tacks tar­get­ing Hamas’s se­cu­ri­ty out­posts in the be­sieged en­clave.,22-09-2023
"Pales­tini­ans must not have veto over Arab-Is­rael deals, Ne­tanyahu tells UN",Is­raeli prime min­is­ter’s speech fo­cus­es on push for for­mal re­la­tions with Sau­di Ara­bia. Here’s all you need to know.,22-09-2023
Is­raeli forces kill Pales­tin­ian in north­ern West Bank raid,"Ab­dul­lah Abu Hasan, 18, was shot in the ab­domen and killed by Is­raeli forces dur­ing a raid on Kafr Dan town near Jenin.",22-09-2023
Ab­bas tells UN peace only pos­si­ble when Pales­tini­ans get full rights,Pales­tin­ian leader says a UN con­fer­ence ‘may be the last op­por­tu­ni­ty to sal­vage the two-state so­lu­tion’.,21-09-2023
"Pales­tin­ian boy dis­cov­ers un­der­cov­er Is­raeli forces, they kill him: DCIP","Is­raeli forces killed a 15-year-old Pales­tin­ian boy when he dis­cov­ered their pres­ence dur­ing a raid, rights group says.",21-09-2023
The Pales­tin­ian women re­fus­ing to let their vil­lage be de­mol­ished,The Pales­tin­ian Bedouin vil­lage of Khir­bet Susiya has long been un­der Is­raeli threat of de­mo­li­tion.,21-09-2023
Sau­di Crown Prince MBS says Is­rael nor­mal­i­sa­tion get­ting ‘clos­er’,"In an in­ter­view with US broad­cast­er Fox, crown prince says Pales­tin­ian is­sue still very im­por­tant to Sau­di Ara­bia.",20-09-2023
"Is­rael-Sau­di Ara­bia ‘nor­mal­i­sa­tion’ deal in reach, Ne­tanyahu tells Biden",Meet­ing on UN side­lines comes amid ap­par­ent fric­tion be­tween two lead­ers over Is­raeli pre­mier’s ju­di­cial over­haul plan.,20-09-2023
"Is­rael kills six Pales­tini­ans in oc­cu­pied West Bank, Gaza","Raid on Jenin kills four Pales­tini­ans, with an­oth­er Pales­tin­ian killed near the fence be­tween Gaza and Is­rael.",19-09-2023
Is­raeli forces at­tack Pales­tin­ian wor­ship­pers at Al-Aqsa Mosque,Is­raeli oc­cu­pa­tion forces as­sault Pales­tin­ian wor­ship­pers peace­ful­ly protest­ing against set­tler provo­ca­tion.,17-09-2023
"Three years on, how have the Abra­ham Ac­cords helped the UAE?","While trade, trav­el have in­creased be­tween Is­rael and the UAE, ques­tions re­main about the is­sue of Pales­tine.",17-09-2023
‘Bold and beloved’: Pales­tini­ans mourn teenag­er killed by Is­rael,"Mi­lad al-Raee, 16, was shot in the back by an Is­raeli sol­dier at en­trance to al-Ar­roub refugee camp near He­bron.",15-09-2023
Map: Which MENA coun­tries have diplo­mat­ic ties with Is­rael?,"Fol­low­ing the sign­ing of the Abra­ham Ac­cords in 2020, five Arab states in to­tal have diplo­mat­ic ties with Is­rael.",15-09-2023
"In West Bank, Is­rael con­tin­ues to hold back Pales­tin­ian de­vel­op­ment","Is­rael wants to pre­vent de­vel­op­ment in the oc­cu­pied ter­ri­to­ries to stop Pales­tin­ian self-de­ter­mi­na­tion, ex­perts say.",14-09-2023
"Mid­dle East Roundup: Dis­as­ter in North Africa – Mo­roc­co quake, Libya floods","Mo­roc­co’s dead­ly quake, Libya’s dead­ly floods, 30 years since Oslo Ac­cords – here’s the Mid­dle East this week.",14-09-2023
The Oslo peace ac­cords: His­toric achieve­ment or his­toric tragedy?,Most Pales­tini­ans and Is­raelis agree that the Oslo peace agree­ment had dis­as­trous ef­fects – but what’s the al­ter­na­tive?,14-09-2023
Grow­ing up Pales­tin­ian af­ter the Oslo Ac­cords,"On the 30th an­niver­sary of the ac­cords, Al Jazeera spoke to young Pales­tini­ans about how their lives have panned out.",13-09-2023
What were the Oslo Ac­cords be­tween Is­rael and the Pales­tini­ans?,"Three decades af­ter the first Oslo Ac­cord was signed, the peace process it promised has not come about.",13-09-2023
Meta deletes Al Jazeera pre­sen­ter’s pro­file af­ter show crit­i­cis­ing Is­rael,Tip of the Ice­berg episode in­ves­ti­gat­ed how Face­book tar­gets Pales­tin­ian con­tent re­lat­ed to Is­rael.,10-09-2023
Gaza ex­ports to re­sume af­ter Is­rael agrees to re­open vi­tal cross­ing,Karem Abu Salem cross­ing closed on Mon­day af­ter au­thor­i­ties said ex­plo­sives were found hid­den in a cloth­ing ship­ment.,08-09-2023
Mid­dle East Roundup: Cal­ligraf­fi­ti artist paints Gaza’s hope,"Tunisian man lost at sea, Er­itre­ans brawl in Is­rael, fall­out from Libya-Is­rael scan­dal—here’s the Mid­dle East this week.",08-09-2023
‘Life­line for Gaza’: Busi­ness­es raise con­cerns af­ter Is­rael halts ex­ports,"The Karem Abu Salem cross­ing is the sole pas­sage for the trans­port of goods, fuel and aid be­tween Is­rael and Gaza.",07-09-2023
Libya’s anti-Is­rael protests and the fu­ture of nor­mal­is­ing re­la­tions,Re­la­tions be­tween Libya and Is­rael have been frozen for decades. Could that change?,06-09-2023
"Who is Ja­cob Lew, Biden’s nom­i­nee for US am­bas­sador to Is­rael?","Lew, an out­spo­ken sup­port­er of Is­rael and for­mer sec­re­tary of the US Trea­sury, holds ex­ten­sive gov­ern­ment ex­pe­ri­ence.",05-09-2023
"Is­rael kill two Pales­tini­ans, de­stroys even more of Nur Shams camp","Ayed Abu Harb killed in a large-scale raid on Tulka­rem’s Nur Shams camp, be­fore an­oth­er Pales­tin­ian killed by Is­rael.",05-09-2023
"Is­rael halts ex­ports from Gaza at key cross­ing, says ex­plo­sives found",Is­raeli forces tell Pales­tin­ian bor­der of­fi­cials that Gaza cross­ing will re­main closed ‘un­til fur­ther no­tice’.,05-09-2023
Gaza’s cal­ligraf­fi­ti of hope,Ay­man al-Hosari de­cid­ed to make the de­struc­tion around him into can­vas­es that speak vol­umes about liv­ing in Gaza.,03-09-2023
Pales­tin­ian killed in cross­fire af­ter Is­raeli raid on West Bank town,Is­raeli forces stormed Aqa­ba and de­stroyed a build­ing af­ter be­sieg­ing it but failed to ar­rest a want­ed Pales­tin­ian.,01-09-2023
Mid­dle East Roundup: Syr­i­an jour­nal­ist pon­ders dis­ap­peared fa­ther’s fate,"Protests in Syr­ia, a Pales­tin­ian woman’s fight, se­cret Libya-Is­rael meet­ing — here’s the Mid­dle East this week.",31-08-2023
The fruits and veg­eta­bles of Pales­tine and their sig­nif­i­cance,"Be­yond their sim­ple colours and shapes, these fruits car­ry the weight of his­to­ry, shared cul­ture, and loss.",31-08-2023
Ger­many’s im­mi­gra­tion au­thor­i­ties ac­cused of ‘anti-Pales­tin­ian re­pres­sion’,Ger­many de­nies visa ex­ten­sion to Pales­tin­ian broth­ers due to se­cu­ri­ty con­cerns ris­ing from ‘pro-Pales­tin­ian sym­pa­thies’.,31-08-2023
Is­raeli sol­dier killed in car ram­ming at­tack by Pales­tin­ian,"A Pales­tin­ian truck dri­ver, 41, rammed his ve­hi­cle into Is­raeli sol­diers at a check­point and was lat­er ‘neu­tralised’.",31-08-2023
"An­gry, ugly Is­rael, where a Pales­tin­ian is brand­ed with a Star of David","Many Is­raelis are re­pulsed, too. But un­less they ac­knowl­edge their state’s apartheid poli­cies, noth­ing will change.",31-08-2023
Is­raeli forces kill Pales­tin­ian teenag­er in East Jerusalem,Khaled al-Za­anin was killed af­ter Is­raeli po­lice al­leged he car­ried out an at­tack in the Old City.,30-08-2023
Mur­al of killed jour­nal­ist Shireen Abu Ak­leh in­au­gu­rat­ed in Beth­le­hem,Al Jazeera’s Shireen Abu Ak­leh was killed by Is­raeli forces in May 2022 as she was re­port­ing in Jenin.,30-08-2023
Pales­tin­ian killed in armed con­fronta­tion with PA se­cu­ri­ty ser­vices,Ramzi al-Ar­dah is shot af­ter con­fronta­tions be­tween se­cu­ri­ty ser­vices and fight­ers in Tulka­rem refugee camp.,30-08-2023
Fi­nance min­is­ter to re­new funds to Pales­tini­ans in Is­rael af­ter back­lash,"Is­raeli Fi­nance Min­is­ter Smotrich said the mon­ey was prompt­ing crime among Pales­tin­ian com­mu­ni­ties, trig­ger­ing out­rage.",28-08-2023
Agza­ya’s fight to re­turn to her chil­dren in Is­rael,Pales­tin­ian Agza­ya al-Karaan was de­port­ed to Gaza for the first time in 30 years three weeks ago.,28-08-2023
Libya for­eign min­is­ter dis­missed af­ter meet­ing Is­raeli coun­ter­part: Sources,"Is­rael’s for­eign min­is­ter an­nounced he met Na­jla al-Man­goush in Rome, caus­ing protests to erupt across Libya.",28-08-2023
Is BRICS re­al­ly the life­line Pales­tine needs?,BRICS is push­ing for di­rect talks be­tween Is­rael and Pales­tine. But its mem­bers don’t want to alien­ate Is­rael.,28-08-2023
Papua New Guinea to open Is­rael em­bassy in Jerusalem,PNG will join hand­ful of na­tions op­er­at­ing from city whose sta­tus is at the core of the Is­raeli-Pales­tin­ian con­flict.,28-08-2023
‘Ac­cus­ing Is­rael of apartheid is not anti-Se­mit­ic’: Holo­caust his­to­ri­an,A grow­ing num­ber of Jew­ish aca­d­e­mics are us­ing the term apartheid to de­scribe Is­rael’s treat­ment of Pales­tini­ans.,27-08-2023
"Who is Is­rael’s far-right, pro-set­tler Se­cu­ri­ty Min­is­ter Ben-Gvir?",Far-right Is­raeli Min­is­ter Ita­mar Ben-Gvir has a his­to­ry of mak­ing out­rage-in­cit­ing com­ments and pro­vok­ing Pales­tini­ans.,27-08-2023
Pales­tin­ian dies month af­ter be­ing shot dur­ing Is­raeli raid in West Bank,"Ezzedin Kanan, 20, was shot in the head dur­ing a raid on Jenin refugee camp in the oc­cu­pied West Bank.",26-08-2023
Ben-Gvir lash­es out at su­per­mod­el Bel­la Ha­did over Pales­tin­ian rights,"Ha­did crit­i­cised the far-right min­is­ter’s com­ments, who said Is­raeli rights trump Pales­tin­ian free­dom of move­ment.",25-08-2023
Ben-Gvir says Is­raeli rights trump Pales­tin­ian free­dom of move­ment,"Min­is­ter’s com­ments slammed on­line, seen as an open ad­mit­tance of Is­raeli apartheid.",24-08-2023
"New York May­or Eric Adams meets with Ne­tanyahu, protest lead­ers in Is­rael","Vis­it­ing Is­rael has be­come a tra­di­tion for may­ors of New York City, home to the largest Jew­ish com­mu­ni­ty out­side Is­rael.",22-08-2023
Pales­tin­ian teen killed in Is­raeli raid in north­ern oc­cu­pied West Bank,"About 50 Pales­tini­ans are ar­rest­ed by Is­rael, in­clud­ing two sus­pects al­leged­ly in­volved in shoot­ing at­tack on Mon­day.",22-08-2023
"More than 200 Pales­tini­ans, near­ly 30 Is­raelis killed so far this year: UN",UN Mid­dle East en­voy Tor Wen­nes­land says deaths from vi­o­lence so far this year are the high­est record­ed since 2005.,22-08-2023
US Re­pub­li­can can­di­dates clash over sup­port for Is­rael,"With first 2024 pres­i­den­tial de­bate days away, for­mer UN en­voy Nik­ki Ha­ley hits out at Vivek Ra­maswamy’s Is­rael re­marks.",21-08-2023
Ne­tanyahu says Iran be­hind at­tacks as Is­raeli killed in He­bron shoot­ing,"Is­raeli army has set up road­blocks around He­bron, ques­tion­ing all Pales­tini­ans as man­hunt for at­tack­er launched.",21-08-2023
How Is­rael tar­gets Pales­tin­ian first re­spon­ders in oc­cu­pied West Bank,UN says 77 health­care work­ers were in­jured and 30 am­bu­lances dam­aged this year try­ing to as­sist Pales­tini­ans.,20-08-2023
Two Is­raelis killed by sus­pect­ed Pales­tin­ian gun­man; man­hunt un­der way,Dead­ly shoot­ing comes af­ter a Pales­tin­ian man shot by Is­raeli forces this week suc­cumbed to his wounds on Sat­ur­day.,19-08-2023
Is­raeli po­lice ar­rest and brand Pales­tin­ian with ‘Star of David’: Re­port,A Pales­tin­ian man who was de­tained from Shuafat refugee camp in oc­cu­pied East Jerusalem says he was bru­tal­ly abused.,18-08-2023
Five key is­sues to look out for at first US Re­pub­li­can de­bate,Can­di­dates will look to nar­row for­mer Pres­i­dent Don­ald Trump’s lead in race for 2024 Re­pub­li­can pres­i­den­tial nom­i­na­tion.,17-08-2023
‘He said he’d sur­ren­der’: A fam­i­ly in shock af­ter Is­raeli raid kills son,"Mustafa al-Kas­toni, a com­man­der of Al-Aqsa Mar­tyrs Brigades, was killed af­ter Is­raeli forces be­sieged his house.",17-08-2023
Is­raeli forces kill 2 Pales­tini­ans in raid on oc­cu­pied West Bank,Two young Pales­tini­ans killed as Is­raeli forces raid refugee camp in the oc­cu­pied West Bank’s Jeri­cho city: Medics.,15-08-2023
Pales­tin­ian of­fi­cials wel­come first Sau­di Ara­bia am­bas­sador,The am­bas­sador’s ap­point­ment oc­curred while the US is look­ing to nor­malise Is­raeli-Sau­di re­la­tions.,12-08-2023
Pales­tin­ian Au­thor­i­ty Pres­i­dent Ab­bas fires oc­cu­pied West Bank gov­er­nors,"Mah­moud Ab­bas’s de­ci­sion to re­lieve 12 gov­er­nors of their posts in oc­cu­pied West Bank, Gaza Strip took many by sur­prise.",11-08-2023
"Is­raeli forces kill Pales­tin­ian, wound eight, in oc­cu­pied West Bank raid","Mah­moud Jarad, 23, was shot dead as Is­raeli sol­diers raid­ed the Tulka­rem refugee camp, ac­cord­ing to Wafa news agency.",11-08-2023
Is­raeli forces kill Pales­tin­ian man dur­ing raid in oc­cu­pied West Bank,"Amir Khal­i­fa, 27, a fight­er with the armed al-Aqsa Mar­tyrs Brigades, was shot in head and back dur­ing the raid.",10-08-2023
US says no frame­work agreed yet for Is­rael-Sau­di nor­mal­i­sa­tion deal,White House says ‘still a lot’ to dis­cuss as ques­tions swirl around po­ten­tial deal to nor­malise Is­rael-Sau­di re­la­tions.,09-08-2023
How Is­raeli tech­nol­o­gy turns oc­cu­pa­tion into prof­it,Is­raeli weapons and sur­veil­lance tech­nol­o­gy are test­ed on Pales­tini­ans then sold to the world.,09-08-2023
Is­raeli min­is­ter dis­miss­es US ‘ter­ror’ la­bel af­ter dead­ly set­tler at­tack,Avi Dichter brush­es off US use of the term ‘ter­ror at­tack’ to de­scribe the killing of a Pales­tin­ian by set­tlers.,08-08-2023
Is­rael de­mol­ish­es refugee camp home of al­leged Pales­tin­ian at­tack­er,"Is­raeli forces de­mol­ished the house of Ab­delfat­tah Kharousheh, who was ac­cused of killing two Is­raelis last Feb­ru­ary.",08-08-2023
Is­rael forces kill three Pales­tini­ans in oc­cu­pied West Bank at­tack,Sol­diers opened fire on a ve­hi­cle and killed three pas­sen­gers near the Jenin refugee camp.,06-08-2023
Shoot­er kills Tel Aviv po­lice­man in Is­rael; sus­pect gunned down,"Sus­pect­ed shoot­er, be­lieved to be from the Pales­tin­ian vil­lage of Jenin, was lat­er killed by a re­spond­ing of­fi­cer.",05-08-2023
"Two Pales­tini­ans killed by Is­raeli army, set­tlers in West Bank vi­o­lence","Mah­moud Abu Sa’an, 18, killed dur­ing an Is­raeli raid in Tulka­rem, while set­tlers lat­er kill Qu­sai Matan, 19, in Burqa.",04-08-2023
US wants an Is­raeli-Sau­di ‘nor­mal­i­sa­tion’ deal. Why now?,"Po­ten­tial deal to for­malise re­la­tions be­tween Is­rael and king­dom would be com­plex but not trans­for­ma­tive, an­a­lysts say.",02-08-2023
Pales­tin­ian shot dead af­ter six Is­raelis wound­ed in il­le­gal set­tle­ment,"Pales­tin­ian health min­istry iden­ti­fies sus­pect in shoot­ing at­tack as Mo­han­nad al-Mazraa, 20, from near­by West Bank town.",01-08-2023
Road to nor­mal­is­ing ties with Sau­di Ara­bia ‘still long’: Is­raeli of­fi­cial,Mem­bers of Is­rael’s hard-right gov­ern­ment have ruled out con­ces­sions to Pales­tini­ans as part of any deal with Riyadh.,31-07-2023
Is­rael’s US visa waiv­er push draws anger among Pales­tin­ian Amer­i­cans,"Visa-free trav­el for Is­raelis to US would ‘re­ward’ Is­rael for decades of abuse against US cit­i­zens, ad­vo­cates say.",28-07-2023
‘He didn’t want to die’: Mourn­ing Pales­tin­ian teenag­er Faris Abu Sam­ra,Rel­a­tives of 14-year-old who was shot and killed by Is­raeli forces in the oc­cu­pied West Bank say he was ‘loved dear­ly’.,28-07-2023
What’s be­hind Is­rael’s ‘ju­di­cial coup’?,How Ne­tanyahu’s far-right gov­ern­ment pushed through leg­is­la­tion on a ju­di­cial over­haul de­spite mass protests.,28-07-2023
Weapon­is­ing wa­ter in Pales­tine,How oc­cu­pa­tion and the cli­mate cri­sis have made Pales­tini­ans some of the most wa­ter in­se­cure peo­ple in the world.,27-07-2023
Is­raeli protests cast light on laws dis­crim­i­nat­ing against Pales­tini­ans,Is­rael has passed laws that cod­i­fy bias against Pales­tini­ans but did not meet sim­i­lar up­roar.,27-07-2023
